code,credits,prerequisites,gen_ed
CHN411H,4,"CHN312 or CHN312H  or equivalent, overall GPA of 3.4 or higher, Honors eligible (incoming freshmen or transfer students), permission of the Honors Director",
CHN412,4,CHN 411 or equivalent,
CHN413,3,CHN 306 (or EGR 306) or permission of instructor,
CHN421,3,CHN 306 or permission of instructor,
CHN422,3,CHN 421 or permission of instructor,
CHN460,3,"CHN 411, or by permission of instructor",
CHN485,4,"CHN 306, 307, 316  or equivalent",
CHN486,4,"CHN 485, 421, 401 or equivalent",
CHN497,3,acceptance of a project by a faculty member and approval of section head,
CHN498,3,acceptance of a project by a faculty member and approval of section head,
CHS102,1,,
CHS199X,1,Completion of 24 earned credits and admitted to a College of Health Sciences major; or by permission of instructor,
CHS491,3,Permission of instructor,
CLA110,3,,"A3, B1"
CLA301,3,sophomore standing or permission of instructor,
CLA302,3,sophomore standing or permission of instructor,
CLA391,3,,"A3, C2"
CLA395,3,,"A3, C2"
CLA396,3,,"A3, C2"
CLA397,3,,"A3, C2"
CLA497,6,faculty acceptance of project,"B4, C2"
CLS160,4,,"A3, C2"
CLS451,4,junior standing or permission of instructor,"A4, C2"
CMB190,3,,A1
CMB201,3,Completed 1 course in BIO and 1 course in CHM,
CMB202,1,Credit or concurrent enrollment in CMB201,
CMB210,3,one year college biology and one year of chemistry including CHM 124,
CMB211,4,"One semester of biology, one year of chemistry",D1
CMB240,3,BIO 101 or BIO 110 or permission of instructor,
CMB242,3,,
CMB245,3,,
CMB260G,3,,"A1, B4"
CMB265G,3,,"A1, B4"
CMB311,3,CHM 124 or equivalent,
CMB311H,3,"CHM 124 or equivalent, and 3.40 overall GPA",
CMB312,2,"credit or concurrent enrollment in CMB 311, 311H, or 210, or an equivalent course, or by permission of instructor",
CMB320,3,CMB 201 or CMB 211,
CMB332,2,CMB 201 or 211,
CMB333,3,CMB 201 or 211,
CMB334,3,CMB 201 or 211,
CMB341,3,one semester of biological sciences and one semester of organic chemistry,
CMB352,4,BIO 101 and BIO 102,
CMB353,1,credit or concurrent enrollment in CMB/BIO 352,
CMB412,3,"CMB 311 and CMB 312 or 211, or by permission of instructor",
CMB413,3,"CMB 211, credit or concurrent enrollment in CMB 311 and BIO 352, or permission of instructor",
CMB414,3,"CMB 211, credit or concurrent enrollment in CMB 311, or permission of instructor",
CMB415,2,concurrent enrollment in CMB 413 or permission of instructor,
CMB416,2,concurrent enrollment in CMB 414 or permission of instructor,
CMB421,3,"CHM 124 or 227, MTH 103 or 111, PHY 111 or 203, or graduate standing",
CMB426,3,CMB 311 or permission of instructor,
CMB432,3,CMB 201 or CMB 211,
CMB435,3,"CMB 311 or CMB 352, or permission of instructor",
CMB450,3,CMB 311 or BIO 352 (or CMB 352) or BIO 341 or permission of instructor,
CMB451,1,concurrent enrollment in CMB 453 or permission of instructor,
CMB452,3,BIO 352,
CMB453,3,"two semesters of biological sciences, CMB 311, junior standing, or permission of instructor",
CMB460,3,CMB 311 or permission of instructor or graduate standing,
CMB464,3,CMB 311 or 581,
CMB482,3,CMB 311 or equivalent,
CMB483,3,CMB 201 or 211,D1
CMB491,6,Permission of instructor,
CMB495,1,,
CMB498,3,"B+ or higher in CMB201 or CMB211, and permission of instructor",
CMB499,12,junior or senior standing and approval by the CMB internship coordinator and department chairperson,
CMD160,3,,
CMD272,3,sophomore standing,
CMD273,3,,
CMD274,2,sophomore standing,
CMD276,3,CMD 272 and 273,
CMD278,3,CMD 276,
CMD280G,3,"Sophomore standing and one of the following: BIO 101, CMD 160, KIN 122, or PSY 113",D1
CMD361,3,CMD 160 and 278,
CMD375,3,CMD 273,
CMD377,3,CMD 272 and junior standing,
CMD440,3,,
CMD454,3,"CMD160 and three of the following: CMD372, CMD373, CMD374, CMD375, CMD376, and senior or graduate standing with CMD551 as prerequisite for graduate standing",
CMD460,3,senior standing,
CMD465,4,Senior or graduate standing only; not for graduate credit in communicative disorders,D1
CMD491,3,,
CMD492,3,,
CMD493G,3,CMD 375,C3
CMD494,3,"Senior standing  or CMD 375, or permission of instructor",
CMD495,3,"NUR213, KIN122, CMD280G, CMD377, BIO220, or NEU101; junior standing, or permission of instructor",
CMD496,3,By permission of instructor,
COM100,3,,"B2, C1"
COM100H,3,Must have a 3.40 overall GPA,"B2, C1"
COM108G,4,,"B4, C1"
COM110,4,sophomore standing (30+ credits),
COM202,3,"COM major, COM declared minor and COM100 or COM100H or COM110 or permission of instructor",
COM203,3,COM 100 or PRS 100 or permission of the instructor,
COM204,3,"COM 100, and declared major or minor in Sports Media and Communication",
COM207,1,COM 100 or 100H or 110 and permission of the director of debate,
COM208,3,COM 100 or 100H or 110,
COM208H,3,"3.40 or better overall GPA, and COM 100 or 100H or 110",
COM210,3,COM 100 or 100H or 110,
COM221,3,COM major or COM declared minor and COM100 or COM100H or COM110; or by permission of instructor,
COM230,3,COM100,
COM243G,3,,A2
COM243GH,3,3.40 overall GPA,A2
COM246,3,COM100,
COM250,3,,"B2, C1"
COM251,3,COM 100 or 100H or 110,
COM291,1,permission of instructor,
COM302,3,COM 202 and junior standing in a degree-granting college or permission of instructor,
COM306,4,,
COM310,3,Junior standing COM major or declared minor or by permission of instructor,
COM312,4,sophomore standing,
COM315,3,"COM 100, junior standing in a degree-granting college or permission of instructor","D1, C1"
COM316B,3,junior standing in degree-granting college or permission of instructor,
COM320,3,,
COM321G,3,COM 100 or permission of instructor,A2
COM321GH,3,"COM 100 and overall GPA of 3.4 or higher, or permission of instructor",A2
COM322,3,junior standing in a degree-granting college or permission of instructor,C3
COM324,3,"COM 202 or 221, and junior standing in a degree-granting college or permission of instructor",
COM326,3,COM 202 and 221 and junior standing in a degree-granting college or permission of instructor,
COM341,3,Junior standing in a degree-granting college or permission of instructor,
COM342,3,COM 341 and junior standing in a degree-granting college or permission of instructor,
COM344,4,COM 342 or FLM 351 or FLM 445 or permission of instructor,
COM346,3,COM100 and Junior standing in a degree-granting college or by permission of instructor,
COM347,3,Junior standing in a degree-granting college or by permission of instructor,"A3, C1"
COM351,3,Junior standing in a degree-granting college or permission of instructor,
COM354,3,permission of instructor,
COM361,3,Junior standing in a degree-granting college or permission of instructor,
COM361H,3,junior standing in a degree-granting college or permission of instructor and 3.40 overall GPA,
COM375,3,COM 221 and sophomore standing,D1
COM381,3,Open to COM or PR majors or declared minors,
COM382,3,open to majors or declared minors in COM,
COM383,3,Open to majors or declared minors in COM,
COM385,3,"COM 100, or COM 202 or COM 221, majors and minors in the Sports Media and Communication (SMC) program, and junior standing in a degree-granting college or permission of instructor","B3, B2"
COM392,3,Junior standing in a degree-granting college or permission of instructor,
COM402,3,"MGT (BUS) 340, MGT (BUS) 341 or COM 251 and junior standing in a degree-granting college or permission of instructor",
COM406,4,COM/FLM 306,
COM410,3,Open to majors or declared minors in COM or permission of instructor,
COM411,3,COM 383 and junior standing in a degree-granting college or permission of instructor,
COM414,3,"COM 381 or 383, or majors and minors in sports media and communication, or film media, and junior standing in a degree-granting college or permission of instructor",
COM416,3,COM 383 and junior standing in a degree-granting college or permission of instructor,
COM417,4,junior standing or permission of instructor,
COM421,3,COM 221 and junior standing in a degree-granting college or permission of instructor,
COM422,3,COM 221 or COM 251 and junior standing in a degree-granting college or permission of instructor,
COM440,3,junior standing in a degree-granting college or permission of instructor,
COM441,3,COM 316A or COM 383 and junior standing in a degree-granting college or permission of instructor,
COM442,3,"Junior standing; open only to majors in Communication Studies, Public Relations, Journalism, and Writing",
COM445,3,COM 210 and junior standing in a degree-granting college or permission of instructor,
COM446,3,COM246 or COM346,
COM447,3,Junior standing or permission of instructor,
COM450,3,junior standing in a degree-granting college or permission of instructor,
COM455,3,seniors with varied backgrounds in science and communications,
COM460,3,junior standing,"C1, B4"
COM472,3,18 credits in communication studies and junior standing in a degree-granting college and permission of instructor,
COM477,6,18 credits in communication studies and junior standing in a degree-granting college and permission of instructor,
COM491,3,junior standing in a degree-granting college and permission of instructor,
COM492,3,junior standing in a degree-granting college and permission of instructor,
CPL202,3,,"A2, C1"
CPL391,3,CPL 410 and permission of instructor,
CPL392,3,CPL 410 and permission of instructor,
CPL397,3,CPL 410 and permission of instructor,
CPL410,3,"junior, senior, or graduate standing, or permission of instructor",
CPL434,3,sophomore standing (45 credits completed) and above,
CPL450,3,"junior, senior, or graduate standing, or permission of instructor",
CPL483,3,"junior, senior, or graduate standing, or permission of instructor",
CPL485,3,"junior, senior, or graduate standing, or permission of instructor",
CRG999,,,
CSC101,4,,"B3, B4"
CSC104,4,High school mathematics,B3
CSC106,4,Not open to students with credit in CSC courses at 200-level or above,B3
CSC106H,4,3.40 overall GPA or higher,B3
CSC110,4,C- or better in CSC 106 or approval of instructor,
CSC120G,4,,"A2, C3"
CSC192,4,permission of instructor,
CSC200,4,credit or concurrent enrollment in MTH 131 or 141,
CSC201,4,,B3
CSC203,3,MTH 243 ) or permission of instructor,
CSC210,4,"CSC106, or CSC201, or CSC211, or previous programming experience through permission of instructor",
CSC211,4,(C- or better in CSC 110) or (B or better in (CSC 106 or CSC 201 or CSC 200) and concurrent enrollment in CSC 110) or ELE 208 or permission of instructor,
CSC212,4,C- or better in CSC 211; and MTH 180 or Computer Engineering major,
CSC220,1,,
CSC222,3,,
CSC271,4,CSC 106,
CSC292,4,permission of instructor,
CSC301,4,CSC 212,
CSC305,4,CSC 212,D1
CSC310,4,"CSC201 or CSC211 or equivalent, or permission of instructor",
CSC311,4,CSC 110 and 211,
CSC320,4,"CSC110 or LTI110(DSP110), or must be in a degree-granting college",
CSC340,4,"(MTH 180 or MTH 141) and CSC 212, and student must be admitted to a degree-granting college",
CSC372,4,CSC271/COM271 and junior standing or permission of instructor,
CSC392,4,permission of instructor,
CSC399,4,CSC 211 or 372,"B2, D1"
CSC402,4,"CSC 301, and student must be admitted to a degree-granting college",
CSC406,4,"CSC 212 and either MTH 215 or MTH 362, and student must be admitted to a degree-granting college",
CSC411,4,CSC 212 and student must be admitted to a degree-granting college,
CSC412,4,CSC 212 and student must be admitted to a degree-granting college,
CSC415,4,"CSC 411 or ELE 305, and student must be admitted to a degree-granting college",
CSC417,3,"((ELE 205 or 208 or CSC 211), and (ELE 436 or MTH 451 or ISE 311 (411))), or permission of instructor",
CSC418,4,ELE 208 or MTH 362 or MTH 451 or ISE 311 (411) or junior or senior standing in computer engineering or computer science or permission of instructor,
CSC436,4,"CSC 212, and student must be admitted to a degree-granting college",
CSC440,4,CSC 212 and (CSC 340 or MTH/CSC 447) and student must be admitted to a degree-granting college,
CSC445,4,CSC 340 or CSC/MTH 447 and student must be admitted to a degree-granting college,
CSC447,3,"junior standing or better in physical or mathematical sciences, or in engineering, or permission of instructor",
CSC450,4,CSC 212 and MTH 215 and 243,
CSC451,3,"Any one of PHL 101, CSC 340, CSC/MTH 447, or MTH 180, or permission of instructor",
CSC461,4,CSC 310 and MTH 215,
CSC462,4,CSC 305,
CSC477,4,Advanced standing in computer science and departmental approval,
CSC491,4,permission of instructor,
CSC492,4,permission of instructor,
CSC493,4,permission of instructor,
CSC499,4,advanced standing in computer science and departmental approval,
CSF102G,4,,"C2, B3"
CSF202,4,"CSC110 or CSC211, earned at least 36 credits, or by permission of instructor",
CSF410,4,"B or better in CSF 202 and cumulative GPA of 2.7, or by permission of instructor",
CSF412,4,CSF 410,
CSF430,4,C- or better in CSF 202 or permission of instructor,
CSF432,4,"Minimum cumulative GPA of 2.7 and B or better in CSF 202, or by permission of instructor",
CSF434,4,CSF 432,
CSF438,4,CSF 432,
CSF462,4,CSC 305,
CSV301,3,"sophomore standing or above, or permission of instructor",
CSV302,4,"sophomore standing or above, or permission of instructor",
CSV302H,4,Must have a 3.40 overall GPA,
CSV303,4,"sophomore standing or above, or permission of instructor",
CSV306,3,Junior Standing,
CSV400,0,permission of instructor,
CVE205,1,EGR 106 and MTH 142,
CVE220,3,MCE 262,
CVE230,1,credit or concurrent enrollment in CVE 220,
CVE250,3,EGR 106,
CVE323G,3,(EGR 106 and MTH 243) or permission of instructor,"A1, C1"
CVE323GH,3,3.40 overall GPA and (EGR 106 and MTH 243) or permission of instructor,"A1, C1"
CVE325G,3,MCE 354 or CHE 347 or permission of instructor,"A1, C2"
CVE334,3,CVE 220,
CVE346,3,"At least a 2.00 (C) average in MTH 141, MTH 142, PHY 203, PHY 204, and CHM 101",
CVE347,3,CVE 346,
CVE348,1,credit or concurrent enrollment in 347,
CVE353,3,CVE 220,
CVE354,3,CVE220,
CVE355,1,credit or concurrent enrollment in CVE 354,
CVE370,3,"MCE 354 or equivalent and at least a 2.00 (C) average in MTH 141, MTH 142, PHY 203, PHY 204, and CHM 101",
CVE374,3,"MTH 243 or permission of chairperson and at least a 2.00 (C) average in MTH 141, MTH 142, PHY 203, PHY 204, and CHM 101",
CVE375,1,"MCE 354, CVE 374, and credit or concurrent enrollment in CVE 370",
CVE381,3,"CVE 220 and at least a 2.00 (C) average in MTH 141, MTH 142, PHY 203, PHY 204, and CHM 101",
CVE382,1,credit or concurrent enrollment in 381,
CVE400,1,Civil engineering major with senior standing,
CVE422,3,OCE 421,
CVE442,,CVE 347 or permission of instructor,
CVE443,3,CVE 346 or permission of instructor,
CVE445,3,CVE 347 or permission of instructor,
CVE453,3,CVE 354 or equivalent,
CVE455,3,CVE 354 or permission of instructor,
CVE460,3,CVE 354 or permission of instructor,
CVE465,3,CVE 354 or permission of instructor,
CVE470,3,CVE 370 or 374 or permission of instructor,
CVE471,3,CVE 374 or permission of instructor,
CVE472,3,Senior level engineering student,
CVE474,3,CVE 374 or permission of instructor,
CVE475,3,CVE 370 or permission of instructor,
CVE477,3,senior standing undergraduate from any engineering program or permission of instructor,
CVE480,3,one semester of general chemistry (CHM 101 or 103),
CVE482,4,permission of instructor,
CVE483,3,CVE 381 or permission of instructor,
CVE484,4,"GEO 483 or CVE 588 or NRS 510, or permission of instructor",
CVE491,6,permission of chairperson,
CVE492,6,permission of chairperson,
CVE493,6,junior standing in civil engineering and permission of the department chair,
CVE497,2,"credit or concurrent enrollment in CVE 346, 354, 374, and 381",
CVE498,3,"Credit or concurrent enrollment in CVE 370, and 497",D1
DSP101,1,,
DSP102,1,,
DSP103,1,,
DSP181G,3,,A1
DSP220,1,,
DSP310,4,"CSC201 or CSC211 or equivalent, or permission of instructor",
DSP393G,3,Pre: STA 308 or STA 409 or BAI 210; STA 305 or LTI/DSP 110; and MTH 215,"B3, D1"
DSP404,3,"junior, senior, or graduate standing","A4, D1"
DSP439,3,"junior standing, MTH 131 or 141",
DSP441,4,"MTH 215; and STA 409, or STA 411, or STA 412; or permission of instructor",
DSP461,4,CSC 310 and MTH 215,
DSP477,4,"Junior standing, data science majors, and permission of instructor",
DSP490,4,"(STA 411 or 412) and STA 441, or permission of the instructor",
DSP499,4,Junior standing or above and data science majors only,
EAH101,3,,"B2, C2"
EAH490,3,"EAH101, and junior standing","C2, D1"
ECN100,3,,
ECN100H,3,Must have a 3.40 overall GPA,
ECN201,3,,A2
ECN201H,3,overall gpa of 3.40,A2
ECN202,3,ECN 201 or ECN 201H or EEC 105 or equivalent,"A2, C1"
ECN202H,3,3.40 overall gpa and ECN 201 or ECN 201H or EEC 105 or equivalent,"A2, C1"
ECN305,3,"ECN 201, 202",
ECN306,3,"ECN 201 and credit or concurrent enrollment in ECN 202, and MTH 103 or 111 or 131 or 141 or BAI (BUS) 111",
ECN323,3,"ECN 201, 202 and MTH 131 or 141",
ECN324,3,"ECN 201, 202 and MTH 131 or 141",
ECN327,3,"ECN 202 or 590, and MTH 103 or 111 or 131 or 141 or BAI (BUS) 111, or permission of instructor",
ECN328,3,ECN 201 or 201H or EEC 105; MTH 103 or 111 or 131 or 141 or BAI (BUS) 111,
ECN333,4,ECN 201,
ECN334,3,ECN 201 and 202 or permission of instructor,
ECN335,3,ECN 201 and 202 or permission of instructor,
ECN337,3,ECN 201 or 202 or permission of instructor,
ECN338,3,ECN 100 or 201 or permission of instructor,
ECN342,3,ECN 201 or 202 or permission of instructor,
ECN344,3,ECN 100 or 202 or permission of instructor,
ECN351,3,ECN 201 or 202 or permission of instructor,
ECN352,3,ECN 201 or 202 or permission of instructor,
ECN358,3,"ECN 201, ECN 202, and PSC 116G",
ECN360,3,ECN 201,
ECN363,3,ECN 201 or 202 or permission of instructor,
ECN363H,3,"3.40 overall gpa, ECN 201 or 202 or permission of instructor",
ECN368,3,"ECN 201 and 202, or permission of instructor",
ECN375,3,"ECN 201 and 202 and MTH 131 or 141, or permission of instructor",
ECN376,4,"ECN 201, 202, and 306; and MTH 103 or 111 or 131 or 141 or BAI (BUS) 111",
ECN381,3,ECN 202 or permission of instructor,
ECN381H,3,"ECN 202, 3.40 overall GPA, or permission of instructor",
ECN386,3,ECN 100 or 201 or permission of instructor,"C3, B1"
ECN390,4,ECN 201 or permission of instructor,
ECN399G,3,,A2
ECN415,3,,
ECN445,3,For economics majors only,D1
ECN450,3,"EEC 310, ECN 328, MKT 366H, or MKT 367, or permission of instructor",
ECN480,3,permission of instructor,
EDC102,3,,"C3, B4"
EDC102H,3,Must have a 3.40 overall GPA,"C3, B4"
EDC103G,3,,"B4, C3"
EDC150G,3,,"C1, B2"
EDC203,1,,
EDC204,1,EDC 203,
EDC205,3,,
EDC216,3,"Admission to the College of Education or enrollment in the Early Childhood Education Program, or by permission of instructor",
EDC220,3,,
EDC230,3,,
EDC250,1,,
EDC278,3,sophomore standing or permission of instructor,
EDC280,1,,
EDC281,1,,
EDC282,1,,
EDC300,3,"concurrent enrollment in EDC 302, admission to the teacher education program by the start of semester",
EDC302,1,"concurrent enrollment in EDC 300, admission to the teacher education program by the start of semester",
EDC306,4,,"A2, C1"
EDC307,3,"Concurrent enrollment in EDC 308, admission to the teacher education program at the start of the semester",
EDC308,3,"concurrent enrollment in EDC 307, admission to the College of Education or Admission to the Master of Education program or permission of the instructor",
EDC310,3,admission to the teacher education program and PSY 113; or permission of instructor,
EDC312,3,,"A2, B4"
EDC314,3,"concurrent enrollment in EDC 315, admission to the teacher education program by the start of semester",
EDC315,3,"Concurrent enrollment in EDC 314, admission to the College of Education or Admission to the Master of Education program or permission of the instructor",
EDC316,3,"Admission to the College of Education or the Early Childhood Education Program, or by permission of instructor",
EDC323,3,"Admission to the College of Education or the Early Childhood Education Program, or by permission of instructor",
EDC325,3,,
EDC326,4,Admission to the Early Childhood Education Teacher Certification program or permission of the instructor; Admission to the Early Childhood Care and Education for Working Professionals or permission of the instructor,
EDC328,3,"Admitted to Early Childhood Education program or accelerated Early Childhood Care & Education program, and HDF200 or PSY 232, or by permission of instructor",
EDC330,3,,
EDC331,1,EDC 312 or 512 and concurrent enrollment in EDC 371,
EDC332,1,"EDC 371, 331, and concurrent enrollment in 448 and 402",
EDC336,4,EDC 326 and acceptance into the Early Childhood Certification Program or permission of the instructor; Admission to the Early Childhood Care and Education for Working Professionals or permission of the instructor,
EDC350,1,"Concurrent enrollment in EDC 426, Admission to the Early Childhood Certification Program; Admission to the Early Childhood Care and Education for Working Professionals; or permission of the instructor",
EDC368,3,completion of math general education requirement,
EDC371,3,"EDC 312 or 512, and concurrent enrollment in EDC 331 or 400",
EDC400,3,"EDC 312 or 512 and concurrent enrollment in EDC 371 and 331 for secondary education students; EDC 312 or 512 and concurrent enrollment in EDC 453, 454, and 331 for elementary education students",
EDC401,3,Acceptance into teacher education program or permission of instructor,
EDC402,3,acceptance into a teacher preparation program or teacher certification,
EDC407,3,,
EDC410,3,"credit or concurrent enrollment in EDC 310, 314, HPE major or MATCP in HPE program, or permission of instructor",
EDC411,3,"EDC 410, 368 or permission of instructor",
EDC415,3,"EDC 448, 402, 332, and concurrent enrollment in 430 and 431 for secondary education students; concurrent enrollment in 460 for elementary education students",
EDC421,3,"Admission into the Early Childhood Education Teacher Certification Program, Early Childhood Care and Education for Working Professionals or permission of the instructor",
EDC423,3,"Acceptance into a teacher preparation program or teacher certification, and prior or concurrent enrollment in EDC 312 or 512; or permission of instructor",
EDC424,3,"Elementary education majors: EDC 312 or 512, and 423; Early childhood education majors: EDC 421; Non elementary or early childhood education majors: graduate standing or permission of instructor;Early Childhood Care and Education majors: admission and EDC 421 or permission of instructor",
EDC426,3,"EDC 326, EDC 336, EDC 421, and admission to the Early Childhood Certification Program; Admission to the Early Childhood Care and Education for Working Professionals or permission of the instructor; Concurrent enrollment in EDC 350",
EDC427,3,"Acceptance into Elementary and Special Education certification track, or permission of instructor",
EDC430,3,"EDC 448, 402, 332 and concurrent enrollment in EDC 431",
EDC431,3,,
EDC435,3,junior standing or permission of instructor,
EDC436,3,"Admission to the College of Education or the Early Childhood Education Program, or by permission of instructor",
EDC440,3,"EDC 410, intermediate level swimming ability, admission to the teacher education program, or permission of instructor",
EDC441,3,sophomore standing,
EDC448,3,"331 or 400, 371 and concurrent enrollment in 332 and 402",
EDC449,3,acceptance into the English education program or permission of instructor,
EDC452,3,Acceptance into the elementary education program,
EDC453,3,"EDC 102, 250 and 312/512 or concurrent enrollment; acceptance in the elementary education program and concurrent enrollment in EDC 423, 452, and 454",
EDC454,1,"EDC 102, 250, and 312/512 or concurrent enrollment; acceptance in the elementary education program; concurrent enrollment in EDC 423 and 453",
EDC455,3,"Acceptance into the elementary program; EDC424, EDC456, EDC457, EDC458, EDC459, and completed or concurrent enrollment in EDC402, EDC460, and EDC462",
EDC456,3,"acceptance into the elementary education program; EDC423, EDC452, EDC453, EDC454; Concurrent enrollment in EDC424, EDC457, EDC458, EDC459",
EDC457,3,"Acceptance into the elementary education program, completed EDC423, EDC452, EDC453, EDC454, and concurrent enrollment in EDC424, EDC456, EDC458 and EDC459",
EDC458,3,,
EDC459,1,"EDC 453, 454, acceptance into the elementary education program, and concurrent enrollment in 456, 457, and 458",
EDC460,4,"EDC424, EDC456, EDC457, EDC458, EDC459, acceptance into the elementary education program, taken or concurrent enrollment in EDC402, and concurrent enrollment in EDC455 and EDC462",
EDC461,3,Admission to early childhood education program and EDC 336; Admission to Early Childhood Care and Education program and EDC 336; or permission of the instructor,
EDC462,3,For Elementary Education Majors only,
EDC464,3,Acceptance into Elementary and Special Education certification track,
EDC466,3,EDC 464,
EDC478,3,permission of director,
EDC479,3,permission of director,
EDC480,6,Concurrent enrollment in EDC 481,
EDC481,2,Concurrent enrollment in EDC 480,
EDC483,12,completion of youth health and physical activity studies and/or health and physical education courses; minimum cumulative 2.5 GPA,
EDC484,12,"methods course(s) of secondary, middle level, elementary, early childhood, music, and world languages education",
EDC485,3,Concurrent enrollment in EDC 484 or 486 or 487 or permission of director,D1
EDC486,6,methods courses of department,
EDC487,6,methods courses of department,
EDC490,6,Concurrent enrollment in EDC 491,
EDC491,1,Concurrent enrollment in EDC 490,
EDC920,3,teacher certification,
EDC921,3,certified teacher,
EDC922,3,certified teacher,
EDC923,3,certified teacher,
EDS400,2,Acceptance into Elementary and Special Education certification track,
EDS401,2,Acceptance into Elementary and Special Education certification track,
EDS403,3,Acceptance into Elementary and Special Education certification track,
EDS405,1,Acceptance into Elementary and Special Education certification track,
EDS406,1,Acceptance into Elementary and Special Education certification track,
EEC105,3,,A2
EEC205,3,EEC 105,
EEC234G,3,,A1
EEC310,3,EEC 105 or ECN 201,
EEC320,3,MAF 100 or EEC 105 or permission of the instructor,
EEC345G,3,EEC 105 or ECN 201 or permission of instructor,"C2, B4"
EEC350G,3,EEC 105 or ECN 201 or permission of instructor,A2
EEC352G,3,EEC 105 or ECN 201 or permission of instructor,A2
EEC355,3,"EEC 105 or ECN 201, or permission of instructor","B3, B4"
EEC430,3,EEC 105 or ECN 201 or permission of instructor,
EEC432,3,EEC 205 or ECN 201,"D1, B4"
EEC440,3,EEC 105 or permission of instructor,
EEC450,3,EEC 105 or ECN 201 or permission of instructor,
EEC491,3,permission of chairperson,
EEC492,3,permission of chairperson,
EEC497,3,EEC 105,
EGR105,1,,A4
EGR106,2,MTH 141 or concurrent registration in MTH 141,A4
EGR106H,2,MTH 141 or concurrent registration in MTH 141 and a 3.40 overall GPA,A4
EGR120G,3,,C1
EGR201,1,,
EGR213G,3,MTH 111 or permission of instructor,"A1, C2"
EGR310,3,By permission of instructor,"B2, B4"
EGR313,3,MTH 244 or permission of instructor,
EGR316G,3,"sophomore standing, PHL, ISE, or MCE major, or permission of instructor","A3, C1"
EGR316GH,3,"must have a 3.40 overall GPA, sophomore standing, and PHL, ISE, or MCE major, or permission of instructor","A3, C1"
EGR325,3,ECN 201,
EGR326,3,EGR 325,
EGR404,3,Permission of instructor,
EGR412,3,any 400-level course in Spanish and senior standing in an approved engineering program,
EGR413,3,CHN 306 (or EGR 306) or permission of instructor,
EGR425,3,Senior standing or permission of instructor,
EGR451,3,Students enrolling in this course should have taken GER 301 and GER 302 or equivalents and junior standing,
ELE101,1,(credit or concurrent enrollment in MTH 111 or 141) or permission of instructor,
ELE108G,3,,A1
ELE201,3,(credit or concurrent enrollment in MTH 141) or permission of instructor,
ELE202,1,credit or concurrent enrollment in 201,
ELE205,2,(credit or concurrent enrollment in ELE 206 and MTH 141) or permission of instructor,
ELE206,1,credit or concurrent enrollment in ELE 205,
ELE208,3,(credit or concurrent enrollment in ELE 209 and MTH 141) or permission of instructor,
ELE209,1,credit or concurrent enrollment in ELE 208,
ELE212,4,"(ELE 201, PHY 204, (credit or concurrent enrollment in MTH 244 or 362), and (at least a 2.00 (C) average in MTH 141, MTH 142, PHY 203, and PHY 204)) or permission of instructor",
ELE215,1,"ELE 202, credit or concurrent enrollment in 212; or permission of instructor",
ELE220,3,PHY 204 or permission of instructor,
ELE301,3,(ELE 201 and 202 and 212 and 215 and (credit or concurrent enrollment in 302)) or permission of instructor,
ELE302,1,credit or concurrent enrollment in ELE 301,
ELE305,3,(ELE 201 and ELE 212 and (ELE 205 or ELE 208)) or permission of instructor,
ELE313,3,"(ELE 212, EGR 106, (MTH 244 or 362), and ((at least a 2.00 (C) average in 212, (MTH 244 or 362), and PHY 204)) or permission of instructor",
ELE314,3,ELE 313 or permission of instructor,
ELE322,4,(ELE 212 and MTH 243 and  PHY 204) or permission of instructor,
ELE331,4,(ELE 212 and MTH 243) or permission of instructor,
ELE338,3,"ELE 201, 212, 215, (EGR 106 or permission of instructor), (credit or concurrent enrollment in ELE 339), and ((at least a 2.00 (C) average in 201, 212, 215, MTH 142, and PHY 204) or permission of instructor",
ELE339,1,(credit or concurrent enrollment in ELE 338),
ELE343,3,(((ELE 338 and 339) or 342) and (credit or concurrent enrollment in 344)) or permission of instructor,
ELE344,1,Credit or concurrent enrollment in ELE 343,
ELE391,4,permission of instructor,
ELE392,4,permission of instructor,
ELE393,4,permission of instructor,
ELE400,1,((ELE 205 or 208 or BME 207) and ELE 212) or permission of instructor,
ELE403G,3,MTH 142 and junior standing or permission of Instructor,"B2, B2, D1"
ELE405,3,"(ELE 301,  305 and (credit or concurrent enrollment in ELE 406)), or permission of instructor",
ELE406,1,Credit or concurrent enrollment in ELE 405,
ELE408,3,"(ELE 305 and 313, ((338 and 339) or 342) and (credit or concurrent enrollment in ELE 409)), or permission of instructor",
ELE409,1,Credit or concurrent enrollment in 408,
ELE423,3,"(ELE 313, 322, 338, 339, and (credit or concurrent enrollment in 424)) or permission of instructor",
ELE424,1,Credit or concurrent enrollment in ELE 423,
ELE425,3,((ELE 212 or 220 or OCE 206) and PHY204 and MTH (244 or 362)) or permission of instructor,
ELE435,3,((ELE 215 or (338 and 339) or 342) and 314 and EGR 106 and (credit or concurrent enrollment in ELE 436)) or permission of instructor,
ELE436,1,credit or concurrent enrollment in ELE 435,
ELE437,3,"((ELE 205 or 208 or CSC 211), and (ELE 436 or MTH 451 or ISE 311 (411))), or permission of instructor",
ELE438,4,ELE 208 or MTH 362 or MTH 451 or ISE 311 (411) or junior or senior standing in computer engineering or computer science or permission of instructor,
